,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,IsQuotaFullyLoad,isExceedSLA,Priority
49,,,1,1,8000,14572,87.03382882,0,TRUE,76
269,,,1,1,5000,14572,85.98810279,0,TRUE,76
47,,,1,1,500,0,83.07586804,0,FALSE,100
28,,,1,1,234,2705,82.45601654,0,FALSE,95
206,,,1,1,5000,14572,80.66840933,1,TRUE,88
13,,,1,1,499,2339,75.2605679,0,FALSE,97
37,,,1,1,5000,14572,74.51678025,0,TRUE,77
76,2,0,1,1,1000,29125,69.93418673,1,TRUE,64
282,,,1,1,1200,7506,68.84238,0,FALSE,99
34,,,1,1,234,2339,67.80980215,1,FALSE,116
111,,,1,1,234,2705,63.23766806,0,FALSE,94
242,,,1,1,500,7635,58.61255436,0,FALSE,93
237,,,1,1,300,27700,58.58498684,0,FALSE,92
154,,,1,1,234,7635,58.22747555,0,FALSE,91
235,,,1,1,350,2339,57.47553747,0,FALSE,97
281,,,1,1,234,2705,53.69674689,1,FALSE,117
300,1,0,1,1,600,10687,53.34391214,1,TRUE,45
102,,,1,1,4000,14572,50.06555838,1,TRUE,89
21,,,1,1,234,2339,46.33296895,1,FALSE,117
36,,,1,1,300,27700,45.0640399,0,FALSE,92
197,,,1,1,234,2705,42.73023471,0,FALSE,97
248,,,1,1,234,10099,42.07210923,1,FALSE,112
74,,,1,1,499,2705,38.80278878,0,FALSE,97
277,,,0,1,1000,27700,37.5102622,0,FALSE,93
119,1,0,1,1,250,10164,37.40276342,1,FALSE,55
138,,,1,1,234,7635,37.23101576,0,FALSE,93
109,,,1,1,234,2705,36.79172895,0,FALSE,98
139,,,1,1,500,2339,36.604938,1,FALSE,121
202,,,1,1,499,2705,34.91805625,0,FALSE,101
69,2,0,1,1,500,29125,34.46395715,1,TRUE,66
4,1,0,1,1,250,10164,34.45522228,0,FALSE,45
79,,,1,1,233,2339,34.21524499,1,FALSE,118
163,,,1,1,234,7635,34.07215947,1,FALSE,113
160,1,1,0,1,500,9239,33.65819517,0,FALSE,50
246,1,0,1,1,200,10164,32.64144422,1,FALSE,55
59,,,1,1,300,27700,31.86724797,1,FALSE,113
291,,,1,1,500,7506,31.32213292,1,FALSE,115
71,1,0,1,1,21,10164,31.18012264,1,FALSE,53
219,,,1,1,234,2339,30.69271981,1,FALSE,118
17,,,1,1,349,2339,30.19356791,1,FALSE,119
115,,,1,1,350,2339,29.11060457,0,FALSE,99
82,,,1,1,350,2705,27.82037888,1,FALSE,119
155,,,1,1,234,7506,27.76181707,0,FALSE,93
124,,,1,1,350,2339,27.45216337,1,FALSE,121
87,,,1,1,507,2705,27.07927983,0,FALSE,101
170,,,1,1,350,7635,26.88225858,1,FALSE,115
267,,,1,1,8000,14572,26.73303826,1,TRUE,91
44,2,0,1,1,50,29125,25.55836527,1,TRUE,63
164,,,1,1,350,7506,25.54607258,0,FALSE,95
148,,,1,1,1001,27700,25.2653174,1,FALSE,115
10,,,1,1,234,2339,24.78468765,1,FALSE,119
137,,,1,1,500,2339,24.21676086,0,FALSE,103
77,1,0,1,1,210,10164,23.94898658,0,FALSE,45
3,,,1,1,234,2705,23.29498908,1,FALSE,119
101,,,1,1,500,2339,21.98747937,1,FALSE,122
217,,,1,1,234,7635,21.94772824,1,FALSE,114
216,1,0,1,1,210,10164,20.94420514,0,FALSE,47
293,1,0,1,1,200,10164,19.55999781,0,FALSE,48
9,,,1,1,500,2339,19.44813568,1,FALSE,100
25,,,1,1,234,2339,19.01295517,1,FALSE,119
208,,,1,1,233,2705,18.38253507,0,FALSE,99
66,,,1,1,500,2339,18.37603966,1,FALSE,101
56,,,1,1,500,7635,17.57535584,0,FALSE,96
234,,,1,1,350,7635,17.48665137,0,FALSE,95
23,,,1,1,234,2705,17.37978767,1,FALSE,119
230,,,1,1,600,29125,17.17072975,1,TRUE,86
5,1,0,1,0,500,10687,16.94112382,1,TRUE,47
85,,,1,1,234,2339,16.57470128,0,FALSE,99
125,,,1,1,233,2339,16.23560052,1,FALSE,119
257,,,1,1,350,7635,15.24006632,0,FALSE,96
252,,,1,1,4000,14572,15.2223914,0,TRUE,82
120,,,1,1,500,2339,15.12768985,0,FALSE,101
200,,,1,1,500,7506,15.09031817,0,FALSE,96
2,1,0,1,1,250,10164,15.08821125,0,FALSE,46
142,,,1,1,350,2339,14.64542836,0,FALSE,100
270,,,1,1,234,2339,14.35655768,0,FALSE,99
295,,,1,1,700,2339,14.10561614,1,FALSE,122
228,1,0,1,1,19,10164,13.38896075,0,FALSE,44
97,,,1,1,234,7635,13.26549278,1,FALSE,114
30,,,1,1,700,7506,12.98947689,1,FALSE,119
239,,,1,1,234,2339,12.77288512,1,FALSE,119
284,,,1,1,234,7635,12.61377848,0,FALSE,94
226,,,1,1,350,2705,12.57192425,0,FALSE,102
264,,,1,1,350,2339,12.25677823,0,FALSE,101
179,1,0,1,1,210,10164,11.949976,1,FALSE,56
278,,,1,1,255,27700,11.93667531,0,FALSE,99
24,,,1,1,350,2705,11.53722276,0,FALSE,100
128,,,1,1,234,2705,11.19286009,1,FALSE,120
262,2,0,1,1,1000,29125,11.04974781,0,TRUE,57
60,,,1,1,350,7506,10.18474273,1,FALSE,117
193,,,1,1,1200,7506,10.16567567,0,FALSE,103
289,,,1,1,5000,14572,9.859209333,1,TRUE,92
63,,,1,1,500,7635,9.80224969,0,FALSE,98
259,,,1,1,500,7635,9.608732163,0,FALSE,97
15,1,0,1,1,210,10164,9.565027813,0,FALSE,46
64,,,1,1,500,2339,9.484500222,0,FALSE,102
94,1,0,1,1,200,10164,9.403057015,1,FALSE,56
57,1,0,1,1,190,10164,9.330575707,0,FALSE,47
117,,,1,1,1200,7506,9.247561807,0,FALSE,102
288,,,1,1,500,2339,8.861867167,1,FALSE,123
187,1,0,1,1,190,10164,8.64150734,0,FALSE,47
70,,,1,1,234,2705,8.208075927,1,FALSE,120
143,,,1,1,1200,10099,8.054408303,0,FALSE,100
275,1,0,1,1,200,10164,7.528594078,0,FALSE,47
204,,,1,1,234,7635,7.467432268,0,FALSE,95
232,,,1,1,8000,14572,7.465453732,1,TRUE,92
296,,,1,1,233,2705,7.358062847,1,FALSE,120
8,,,1,1,500,7506,7.230763208,0,FALSE,97
84,1,0,1,1,150,10164,7.21038046,0,FALSE,48
169,,,1,1,234,2339,7.122445788,0,FALSE,100
173,1,0,1,1,210,10164,6.983779277,1,FALSE,57
279,1,0,1,1,60,10164,6.804301462,1,FALSE,55
50,,,1,1,1200,2339,6.582315362,1,FALSE,124
134,,,1,1,234,7635,6.525628428,0,FALSE,97
95,,,1,1,350,7635,6.518815622,0,FALSE,95
224,1,0,1,1,200,10164,6.223508268,0,FALSE,47
72,,,1,1,5000,14572,5.787650713,0,TRUE,82
42,,,1,1,234,2705,5.531649553,1,FALSE,120
108,,,1,1,234,2705,5.399933678,0,FALSE,100
73,2,0,1,1,50,29125,5.330185417,1,TRUE,65
254,1,0,1,1,190,10164,4.925518313,1,FALSE,57
185,,,1,1,400,2339,4.870157047,0,FALSE,103
250,1,0,1,1,180,10164,4.818119118,0,FALSE,46
178,,,1,1,500,7635,4.571238135,1,FALSE,117
100,,,1,1,233,10099,4.145544782,1,FALSE,115
283,,,1,1,500,7635,4.087218513,0,FALSE,97
145,1,0,1,1,150,10164,4.055557728,0,FALSE,46
16,,,1,1,234,7635,3.859357958,0,FALSE,95
186,,,1,1,234,7635,3.834360615,1,FALSE,115
175,,,1,1,700,2339,3.812492965,1,FALSE,123
247,,,1,1,234,2705,3.809400173,0,FALSE,100
150,,,1,1,234,7635,3.792185392,0,FALSE,95
6,1,0,1,1,31,10164,3.787849417,1,FALSE,55
75,,,1,1,233,2339,3.739314287,1,FALSE,120
81,,,1,1,499,2339,3.644789123,1,FALSE,119
167,1,1,0,1,500,9239,3.55022405,0,FALSE,50
153,1,0,1,1,29,10164,3.542044555,0,FALSE,45
19,,,1,1,234,92,3.458998293,0,FALSE,105
33,,,1,1,600,29125,3.3844699,0,TRUE,76
61,1,0,1,1,37,10164,3.23002774,0,FALSE,45
22,1,0,1,1,31,10164,2.941329797,1,FALSE,55
229,,,1,1,1200,7506,2.938459485,0,FALSE,103
172,,,1,1,350,7506,2.717800678,1,FALSE,117
290,,,1,1,234,7506,2.592009552,0,FALSE,95
157,,,1,1,234,2339,2.51754734,1,FALSE,120
190,0,10,1,1,234,1875,2.493310702,1,TRUE,25
104,1,0,1,1,400,10687,2.479810813,0,TRUE,37
55,,,1,1,500,2339,2.477190927,0,FALSE,103
227,,,1,1,234,7635,2.361275078,1,FALSE,115
20,,,1,1,500,7506,2.235581545,0,FALSE,97
156,,,1,1,349,7635,2.114952248,0,FALSE,97
166,,,1,1,1200,10099,2.098814772,0,FALSE,100
105,1,0,1,1,250,10164,2.068603172,1,FALSE,56
136,,,1,1,500,2705,2.045617483,1,FALSE,123
297,1,0,1,1,600,10687,1.993621947,0,TRUE,39
174,,,1,1,350,7635,1.880864837,0,FALSE,97
122,1,0,1,1,50,10164,1.745981315,0,TRUE,35
62,,,1,1,350,7635,1.656664612,0,FALSE,97
118,1,0,1,1,210,10164,1.536703102,1,FALSE,57
135,,,1,1,234,7635,1.524498888,0,FALSE,95
11,,,1,1,234,2339,1.446864042,0,FALSE,100
218,1,0,1,1,80,10164,1.380551028,0,FALSE,45
199,1,0,1,1,190,10164,1.365105102,1,FALSE,56
207,,,1,1,234,2339,1.308599657,1,FALSE,120
225,,,1,1,500,2339,1.280901172,1,FALSE,123
51,,,1,1,350,7635,1.200447047,1,FALSE,117
165,,,1,1,234,2339,1.19393365,0,FALSE,100
251,,,1,1,500,10099,1.14445244,1,FALSE,115
0,,,1,1,234,7635,1.12023187,1,FALSE,115
41,,,1,1,350,2705,1.087682783,0,FALSE,100
241,,,1,1,234,7635,1.07353625,1,FALSE,115
127,,,1,1,234,2705,1.034607857,0,FALSE,100
188,,,1,1,500,7506,1.026603085,1,FALSE,117
99,,,1,1,500,7506,0.98895686,1,FALSE,117
298,,,1,1,234,7635,0.98743235,1,FALSE,115
107,1,0,1,1,50,10164,0.96436146,0,FALSE,45
39,,,1,1,234,7635,0.939258323,1,FALSE,115
121,,,1,1,499,2339,0.91972592,1,FALSE,123
123,1,1,0,1,500,9239,0.89206611,0,FALSE,52
130,,,1,1,500,2705,0.879942697,0,FALSE,103
65,,,1,1,234,2339,0.850722217,1,FALSE,120
78,,,1,1,234,7506,0.844486503,0,FALSE,95
245,,,1,1,1200,7506,0.840144058,1,FALSE,123
149,,,1,1,500,7506,0.791651097,1,FALSE,117
258,,,1,1,500,7506,0.776182433,0,FALSE,97
210,,,1,1,1200,7506,0.749948308,0,FALSE,103
273,,,1,1,234,7635,0.744400645,0,FALSE,95
35,,,1,1,234,7506,0.741386855,1,FALSE,115
266,,,1,1,234,2339,0.716355533,1,FALSE,120
161,1,0,1,1,500,10687,0.678068552,0,TRUE,40
299,1,0,1,1,29,10164,0.638043865,0,FALSE,45
243,,,1,1,349,7635,0.63641252,0,FALSE,95
46,,,1,1,500,2339,0.631433488,1,FALSE,123
158,,,1,1,500,7635,0.60667118,1,FALSE,118
146,,,1,1,500,7635,0.569993978,0,FALSE,97
116,2,0,1,1,500,27700,0.554946292,0,TRUE,56
268,1,0,1,1,100,2915,0.550923803,1,TRUE,49
83,,,1,1,234,7635,0.528330038,0,FALSE,95
285,,,1,1,350,7635,0.516110842,1,FALSE,117
181,,,1,1,273,1943,0.49631973,0,TRUE,82
192,,,1,1,234,2705,0.489420738,0,FALSE,100
182,,,1,1,500,2705,0.484837322,1,FALSE,123
162,,,1,1,1200,7506,0.4530599,0,FALSE,103
231,,,1,1,1200,2339,0.447635912,1,FALSE,124
43,,,1,1,234,2339,0.413627372,1,FALSE,120
177,,,1,1,234,2705,0.341482642,0,FALSE,100
86,1,0,1,1,50,10164,0.335122838,0,FALSE,45
151,,,1,1,600,29125,0.291966042,0,TRUE,77
240,,,1,1,350,2339,0.272744645,0,FALSE,101
203,1,0,1,1,3001,415,0.194256812,0,TRUE,45
236,1,0,1,1,51,10164,0.186509608,0,FALSE,44
286,,,1,1,273,1943,0.105202057,1,TRUE,92
147,1,0,1,1,21,10164,0.095046012,0,FALSE,45
238,,,1,1,500,2339,0.091921638,0,FALSE,103
141,,,1,1,234,2705,0.088846473,0,FALSE,100
271,,,1,1,1200,7506,0.082026115,1,FALSE,123
129,1,0,1,1,33,10164,0.06753169,0,FALSE,45
196,,,1,1,4000,14572,0.066913462,1,TRUE,91
106,1,0,1,1,1220,10164,0.066243925,0,TRUE,40
265,,,1,1,1500,14572,0.056837455,0,TRUE,80
32,1,0,1,1,190,10164,0.05659517,1,FALSE,57
88,,,1,1,244,7506,0.056301153,1,FALSE,115
244,1,0,1,0,500,2915,0.05570096,0,TRUE,42
215,1,0,1,1,250,10164,0.054920493,0,FALSE,48
292,1,0,1,1,257,10687,0,0,TRUE,37
31,1,0,1,0,500,2915,0,0,TRUE,42
58,1,0,1,1,39,10164,0,0,FALSE,45
260,1,0,1,1,120,10164,0,0,FALSE,48
