,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,IsQuotaFullyLoad,isExceedSLA,Priority
51,,,1,1,350,7635,1.200447047,1,False,117
52,,,1,1,234,2339,994.3069784,0,False,69
53,,,1,1,234,7635,2396.254627,0,False,68
54,,,1,1,10,27700,128.3057844,1,False,112
55,,,1,1,500,2339,2.477190927,0,False,103
56,,,1,1,500,7635,17.57535584,0,False,96
57,1.0,0.0,1,1,190,10164,9.330575707,0,False,92
58,1.0,0.0,1,1,39,10164,0.0,0,False,90
59,,,1,1,300,27700,31.86724797,1,False,113
60,,,1,1,350,7506,10.18474273,1,False,117
61,1.0,0.0,1,1,37,10164,3.23002774,0,False,90
62,,,1,1,350,7635,1.656664612,0,False,97
63,,,1,1,500,7635,9.80224969,0,False,98
64,,,1,1,500,2339,9.484500222,0,False,102
65,,,1,1,234,2339,0.850722217,1,False,120
66,,,1,1,500,2339,18.37603966,1,False,101
67,,,1,1,234,2705,1743.927685,0,False,65
68,,,1,1,350,2705,1013.734137,1,False,72
69,2.0,0.0,1,1,500,29125,34.46395715,1,True,43
70,,,1,1,234,2705,8.208075927,1,False,120
71,1.0,0.0,1,1,21,10164,31.18012264,1,False,109
72,,,1,1,5000,14572,5.787650713,0,True,32
73,2.0,0.0,1,1,50,29125,5.330185417,1,True,42
74,,,1,1,499,2705,38.80278878,0,False,97
75,,,1,1,233,2339,3.739314287,1,False,120
76,2.0,0.0,1,1,1000,29125,69.93418673,1,True,44
77,1.0,0.0,1,1,210,10164,23.94898658,0,False,91
78,,,1,1,234,7506,0.844486503,0,False,95
79,,,1,1,233,2339,34.21524499,1,False,118
80,,,1,1,500,2339,1094.268399,0,False,72
81,,,1,1,499,2339,3.644789123,1,False,119
82,,,1,1,350,2705,27.82037888,1,False,119
83,,,1,1,234,7635,0.528330038,0,False,95
84,1.0,0.0,1,1,150,10164,7.21038046,0,False,91
85,,,1,1,234,2339,16.57470128,0,False,99
86,1.0,0.0,1,1,50,10164,0.335122838,0,False,89
87,,,1,1,507,2705,27.07927983,0,False,101
88,,,1,1,244,7506,0.056301153,1,False,115
89,,,1,1,500,2339,1128.542836,0,False,70
90,,,1,1,500,7635,1583.584256,1,False,69
91,,,1,1,500,2339,319.6842918,0,False,85
92,,,1,1,234,2705,8093.172101,0,False,49
93,,,1,1,350,2705,1088.799987,1,False,77
94,1.0,0.0,1,1,200,10164,9.403057015,1,False,120
95,,,1,1,350,7635,6.518815622,0,False,95
96,,,1,1,234,2705,1345.822662,1,False,75
97,,,1,1,234,7635,13.26549278,1,False,114
98,,,1,1,350,2339,4085.256395,1,False,70
99,,,1,1,500,7506,0.98895686,1,False,117
100,,,1,1,233,10099,4.145544782,1,False,115
101,,,1,1,500,2339,21.98747937,1,False,122
102,,,1,1,4000,14572,50.06555838,1,True,49
103,,,1,1,350,2705,14819.80772,1,False,48
104,1.0,0.0,1,1,400,10687,2.479810813,0,True,23
105,1.0,0.0,1,1,250,10164,2.068603172,1,False,110
106,1.0,0.0,1,1,1220,10164,0.066243925,0,True,28
107,1.0,0.0,1,1,50,10164,0.96436146,0,False,90
108,,,1,1,234,2705,5.399933678,0,False,100
109,,,1,1,234,2705,36.79172895,0,False,98
110,,,1,1,234,2705,254.4250855,0,False,83
111,,,1,1,234,2705,63.23766806,0,False,94
112,,,1,1,234,2339,4902.121405,0,False,67
113,,,1,1,500,2705,132.3861075,1,False,114
114,,,1,1,499,7506,137.5601746,0,False,109
115,,,1,1,350,2339,29.11060457,0,False,99
116,2.0,0.0,1,1,500,27700,0.554946292,0,True,29
117,,,1,1,1200,7506,9.247561807,0,False,102
118,1.0,0.0,1,1,210,10164,1.536703102,1,False,109
119,1.0,0.0,1,1,250,10164,37.40276342,1,False,108
120,,,1,1,500,2339,15.12768985,0,False,101
121,,,1,1,499,2339,0.91972592,1,False,123
122,1.0,0.0,1,1,50,10164,1.745981315,0,True,24
123,1.0,1.0,0,1,500,9239,0.89206611,0,False,92
124,,,1,1,350,2339,27.45216337,1,False,121
125,,,1,1,233,2339,16.23560052,1,False,119
126,,,1,1,234,2705,856.3617158,1,False,70
127,,,1,1,234,2705,1.034607857,0,False,100
128,,,1,1,234,2705,11.19286009,1,False,120
129,1.0,0.0,1,1,33,10164,0.06753169,0,False,90
130,,,1,1,500,2705,0.879942697,0,False,103
131,,,1,1,234,2705,1159.389186,1,False,75
132,,,1,1,349,2705,942.4014732,0,False,67
133,,,1,1,500,0,979.1098234,0,False,75
134,,,1,1,234,7635,6.525628428,0,False,97
135,,,1,1,234,7635,1.524498888,0,False,95
136,,,1,1,500,2705,2.045617483,1,False,123
137,,,1,1,500,2339,24.21676086,0,False,103
138,,,1,1,234,7635,37.23101576,0,False,93
139,,,1,1,500,2339,36.604938,1,False,121
140,,,1,1,500,14572,480.8693591,0,True,19
141,,,1,1,234,2705,0.088846473,0,False,100
142,,,1,1,350,2339,14.64542836,0,False,100
143,,,1,1,1200,10099,8.054408303,0,False,100
144,,,1,1,234,2339,4281.54477,1,False,70
145,1.0,0.0,1,1,150,10164,4.055557728,0,False,96
146,,,1,1,500,7635,0.569993978,0,False,97
147,1.0,0.0,1,1,21,10164,0.095046012,0,False,90
148,,,1,1,1001,27700,25.2653174,1,False,115
149,,,1,1,500,7506,0.791651097,1,False,117
150,,,1,1,234,7635,3.792185392,0,False,95
151,,,1,1,600,29125,0.291966042,0,True,24
152,,,1,1,234,2339,10351.84251,1,False,50
153,1.0,0.0,1,1,29,10164,3.542044555,0,False,90
154,,,1,1,234,7635,58.22747555,0,False,91
155,,,1,1,234,7506,27.76181707,0,False,93
156,,,1,1,349,7635,2.114952248,0,False,97
157,,,1,1,234,2339,2.51754734,1,False,120
158,,,1,1,500,7635,0.60667118,1,False,118
159,,,1,1,234,2705,612.7350945,1,False,80
160,1.0,1.0,0,1,500,9239,33.65819517,0,False,88
161,1.0,0.0,1,1,500,10687,0.678068552,0,True,26
162,,,1,1,1200,7506,0.4530599,0,False,103
163,,,1,1,234,7635,34.07215947,1,False,113
164,,,1,1,350,7506,25.54607258,0,False,95
165,,,1,1,234,2339,1.19393365,0,False,100
166,,,1,1,1200,10099,2.098814772,0,False,100
167,1.0,1.0,0,1,500,9239,3.55022405,0,False,93
168,,,1,1,234,7506,659.8125146,0,False,65
169,,,1,1,234,2339,7.122445788,0,False,100
170,,,1,1,350,7635,26.88225858,1,False,115
171,,,1,1,500,2339,329.8583774,0,False,82
172,,,1,1,350,7506,2.717800678,1,False,117
173,1.0,0.0,1,1,210,10164,6.983779277,1,False,110
174,,,1,1,350,7635,1.880864837,0,False,97
175,,,1,1,700,2339,3.812492965,1,False,123
176,2.0,0.0,1,1,1000,29125,96.22893524,1,True,44
177,,,1,1,234,2705,0.341482642,0,False,100
178,,,1,1,500,7635,4.571238135,1,False,117
179,1.0,0.0,1,1,210,10164,11.949976,1,False,110
180,,,1,1,500,0,293.2542637,0,False,86
181,,,1,1,273,1943,0.49631973,0,True,33
182,,,1,1,500,2705,0.484837322,1,False,123
183,,,1,1,234,2705,9131.515655,1,False,68
184,,,1,1,234,2339,1231.933923,1,False,78
185,,,1,1,400,2339,4.870157047,0,False,103
186,,,1,1,234,7635,3.834360615,1,False,115
187,1.0,0.0,1,1,190,10164,8.64150734,0,False,91
188,,,1,1,500,7506,1.026603085,1,False,117
189,,,1,1,233,2339,853.0530791,0,False,68
190,0.0,10.0,1,1,234,1875,2.493310702,1,True,47
191,,,1,1,500,2339,917.4281881,1,False,75
192,,,1,1,234,2705,0.489420738,0,False,100
193,,,1,1,1200,7506,10.16567567,0,False,103
194,,,1,1,234,2339,7156.158708,0,False,50
195,,,1,1,350,2339,1367.260004,0,False,69
196,,,1,1,4000,14572,0.066913462,1,True,53
197,,,1,1,234,2705,42.73023471,0,False,97
198,,,1,1,234,2339,4515.453216,1,False,70
199,1.0,0.0,1,1,190,10164,1.365105102,1,False,110
200,,,1,1,500,7506,15.09031817,0,False,96
201,,,1,1,500,7506,277.5087606,0,False,80
202,,,1,1,499,2705,34.91805625,0,False,101
203,1.0,0.0,1,1,3001,415,0.194256812,0,True,30
204,,,1,1,234,7635,7.467432268,0,False,95
205,,,1,1,255,2705,1059.002403,1,False,70
206,,,1,1,5000,14572,80.66840933,1,True,48
207,,,1,1,234,2339,1.308599657,1,False,120
208,,,1,1,233,2705,18.38253507,0,False,99
209,,,1,1,234,2339,3069.375729,1,False,71
210,,,1,1,1200,7506,0.749948308,0,False,103
211,,,1,1,234,2339,138.1787299,1,False,111
212,,,1,1,350,2705,1515.683233,1,False,72
213,,,1,1,700,7506,101.1936454,0,False,94
214,,,1,1,350,2705,780.5838613,0,False,68
215,1.0,0.0,1,1,250,10164,0.054920493,0,False,90
216,1.0,0.0,1,1,210,10164,20.94420514,0,False,89
217,,,1,1,234,7635,21.94772824,1,False,114
218,1.0,0.0,1,1,80,10164,1.380551028,0,False,90
219,,,1,1,234,2339,30.69271981,1,False,118
220,,,1,1,234,7506,470.2825092,0,False,68
221,,,1,1,500,0,7771.587651,1,False,52
222,,,1,1,500,2339,1091.244387,1,False,72
223,,,1,1,350,2705,215.9592666,0,False,87
224,1.0,0.0,1,1,200,10164,6.223508268,0,False,90
225,,,1,1,500,2339,1.280901172,1,False,123
226,,,1,1,350,2705,12.57192425,0,False,102
227,,,1,1,234,7635,2.361275078,1,False,115
228,1.0,0.0,1,1,19,10164,13.38896075,0,False,89
229,,,1,1,1200,7506,2.938459485,0,False,103
230,,,1,1,600,29125,17.17072975,1,True,44
231,,,1,1,1200,2339,0.447635912,1,False,124
232,,,1,1,8000,14572,7.465453732,1,True,53
233,,,1,1,234,2705,248.4563409,1,False,114
234,,,1,1,350,7635,17.48665137,0,False,95
235,,,1,1,350,2339,57.47553747,0,False,97
236,1.0,0.0,1,1,51,10164,0.186509608,0,False,90
237,,,1,1,300,27700,58.58498684,0,False,92
238,,,1,1,500,2339,0.091921638,0,False,103
239,,,1,1,234,2339,12.77288512,1,False,119
240,,,1,1,350,2339,0.272744645,0,False,101
241,,,1,1,234,7635,1.07353625,1,False,115
242,,,1,1,500,7635,58.61255436,0,False,93
243,,,1,1,349,7635,0.63641252,0,False,95
244,1.0,0.0,1,0,500,2915,0.05570096,0,True,28
245,,,1,1,1200,7506,0.840144058,1,False,123
246,1.0,0.0,1,1,200,10164,32.64144422,1,False,108
247,,,1,1,234,2705,3.809400173,0,False,100
248,,,1,1,234,10099,42.07210923,1,False,112
249,,,1,1,234,2339,530.2309528,1,False,85
250,1.0,0.0,1,1,180,10164,4.818119118,0,False,90
251,,,1,1,500,10099,1.14445244,1,False,115
252,,,1,1,4000,14572,15.2223914,0,True,32
253,,,1,1,350,2339,278.785909,0,False,84
254,1.0,0.0,1,1,190,10164,4.925518313,1,False,110
255,,,1,1,234,2339,2065.689816,1,False,70
256,,,1,1,234,2705,410.5262854,0,False,73
257,,,1,1,350,7635,15.24006632,0,False,96
258,,,1,1,500,7506,0.776182433,0,False,97
259,,,1,1,500,7635,9.608732163,0,False,97
260,1.0,0.0,1,1,120,10164,0.0,0,False,90
261,,,1,1,1500,13859,148.844147,0,True,20
262,2.0,0.0,1,1,1000,29125,11.04974781,0,True,28
263,,,1,1,500,2339,644.100573,1,False,85
264,,,1,1,350,2339,12.25677823,0,False,101
265,,,1,1,1500,14572,0.056837455,0,True,30
266,,,1,1,234,2339,0.716355533,1,False,120
267,,,1,1,8000,14572,26.73303826,1,True,51
268,1.0,0.0,1,1,100,2915,0.550923803,1,True,42
269,,,1,1,5000,14572,85.98810279,0,True,25
270,,,1,1,234,2339,14.35655768,0,False,99
271,,,1,1,1200,7506,0.082026115,1,False,123
272,,,1,1,500,2339,193.2899786,0,False,90
273,,,1,1,234,7635,0.744400645,0,False,95
274,,,1,1,234,2339,14119.90415,0,False,46
275,1.0,0.0,1,1,200,10164,7.528594078,0,False,90
276,,,1,1,234,2339,94.53491299,1,False,114
277,,,0,1,1000,27700,37.5102622,0,False,93
278,,,1,1,255,27700,11.93667531,0,False,99
279,1.0,0.0,1,1,60,10164,6.804301462,1,False,110
280,,,1,1,1500,27700,109.9372873,0,False,90
281,,,1,1,234,2705,53.69674689,1,False,117
282,,,1,1,1200,7506,68.84238,0,False,99
283,,,1,1,500,7635,4.087218513,0,False,97
284,,,1,1,234,7635,12.61377848,0,False,94
285,,,1,1,350,7635,0.516110842,1,False,117
286,,,1,1,273,1943,0.105202057,1,True,52
287,,,1,1,500,7635,361.233176,0,False,75
288,,,1,1,500,2339,8.861867167,1,False,123
289,,,1,1,5000,14572,9.859209333,1,True,52
290,,,1,1,234,7506,2.592009552,0,False,95
291,,,1,1,500,7506,31.32213292,1,False,115
292,1.0,0.0,1,1,257,10687,0.0,0,True,22
293,1.0,0.0,1,1,200,10164,19.55999781,0,False,89
294,,,1,1,500,2339,374.4190189,0,False,80
295,,,1,1,700,2339,14.10561614,1,False,122
296,,,1,1,233,2705,7.358062847,1,False,120
297,1.0,0.0,1,1,600,10687,1.993621947,0,True,22
298,,,1,1,234,7635,0.98743235,1,False,115
299,1.0,0.0,1,1,29,10164,0.638043865,0,False,90
300,1.0,0.0,1,1,600,10687,53.34391214,1,True,39
301,1.0,0.0,1,0,4000,1457,6.586650063,1,True,50
302,,,1,1,500,27700,68.66913419,0,False,91
303,,,1,1,500,7635,26.50936533,0,False,95
304,,,1,1,234,2339,0.165935827,1,False,100
305,,,1,1,234,2705,1.105552397,1,False,120
306,1.0,0.0,1,1,250,10164,4.997221303,1,False,110
307,,,1,1,350,2339,12.19983767,1,False,121
308,,,1,1,500,7506,0.687693072,1,False,117
309,,,1,1,5000,14572,30.51683785,1,True,51
310,,,1,1,350,2339,4473.660186,0,False,70
311,2.0,0.0,1,1,1000,27700,68.08759514,0,True,25
312,,,1,1,234,2705,8.299833922,1,False,120
313,,,1,1,700,7635,317.1576217,0,False,79
314,,,1,1,234,7635,1.512395272,1,False,115
315,1.0,0.0,1,1,300,10164,0.06016597,0,False,90
316,1.0,1.0,0,1,500,9239,0.294092207,0,False,91
317,,,1,1,350,7635,776.3647938,0,False,73
318,1.0,0.0,1,1,200,10164,61.32494343,0,False,86
319,,,1,1,500,2339,239.9509079,0,False,87
320,,,1,1,350,2339,0.64074126,0,False,102
321,1.0,0.0,1,1,110,10164,10.69618904,1,False,116
322,,,1,1,499,7635,9.864418868,1,False,117
323,,,1,1,500,7506,0.07620109,0,False,97
324,,,1,1,234,7635,338.6822689,1,False,93
325,,,1,1,234,2339,13.226955,1,False,119
326,1.0,0.0,1,1,100,10164,2.479453923,0,False,90
327,,,1,1,8000,14572,105.1500447,0,True,26
328,,,1,1,500,2339,22.10403341,0,False,102
329,,,1,0,500,9239,0.231259837,1,False,117
330,1.0,0.0,1,1,1297,10687,24.33970438,0,True,27
331,1.0,0.0,1,1,200,10164,1.395865637,1,False,110
332,,,1,1,5400,14572,5.159680145,0,True,33
333,,,1,1,500,2339,0.539106957,1,False,123
334,1.0,0.0,1,1,250,10164,27.55513933,1,False,108
335,,,1,1,350,2339,2416.539099,1,False,72
336,,,1,1,234,2705,9.038029402,1,False,119
337,,,1,1,500,2339,12.14134396,1,False,123
338,1.0,0.0,1,0,50,3789,0.231225353,1,True,40
339,,,1,1,1200,7506,1.641304412,0,False,105
340,,,1,1,234,7635,1.607957115,0,False,95
341,,,1,1,500,2339,980.2465927,1,False,72
342,,,1,1,500,2339,9.650610942,0,False,103
343,,,1,1,234,7635,16.25648389,1,False,114
344,1.0,0.0,1,1,37,10164,12.21487698,1,False,109
345,,,1,1,234,7506,1.245569212,0,False,95
346,,,1,1,700,2339,0.14552064,0,False,103
347,,,1,1,234,7506,6.996659108,1,False,115
348,,,1,1,1200,7506,9.126978252,0,False,102
349,,,1,1,500,2339,32.44203687,0,False,101
350,1.0,0.0,1,1,37,10164,23.78703844,0,False,89
351,,,1,1,234,2339,20904.87742,0,False,45
352,,,1,1,500,7506,4.069760393,1,False,117
353,1.0,0.0,1,1,25,10164,0.282395597,0,False,90
354,,,1,1,500,2705,937.765534,1,False,75
355,1.0,0.0,1,0,500,10687,1.178752647,1,True,42
356,,,1,1,500,7635,23.21747871,0,False,96
357,,,1,1,8000,14572,0.78640364,1,True,53
358,1.0,0.0,1,1,100,10164,88.59372469,0,False,84
359,,,1,1,500,7635,30.14212387,0,False,95
360,,,1,1,500,7506,30.69275963,1,False,115
361,,,1,1,350,2339,383.977693,0,False,78
362,,,1,1,500,2339,3.207355017,1,False,123
363,,,1,1,2000,14572,10.95158242,1,True,51
364,,,1,1,234,7635,0.321850902,1,False,117
365,1.0,0.0,1,0,2000,10687,3.307060947,1,True,48
366,,,1,1,5400,14572,92.36280296,1,True,47
367,,,1,1,500,7506,1.49049877,1,False,115
368,,,1,1,500,7506,42.18234955,0,False,94
369,,,1,1,500,2339,5.888374992,1,False,123
370,,,1,1,500,7506,19.8090442,0,False,96
371,,,1,1,234,2339,4.259878748,1,False,120
372,,,1,1,1500,14572,0.061374583,0,True,30
373,,,1,1,350,7635,55.42672181,0,False,93
374,,,1,1,234,7635,891.1950208,0,False,69
375,,,1,1,234,2339,24944.29266,1,False,40
376,,,1,1,234,2339,158.1976274,1,False,110
377,1.0,0.0,1,1,33,10164,1.2954055,1,False,110
378,,,1,1,233,2339,700.1530025,1,False,75
379,1.0,0.0,1,1,250,10164,7.847678613,1,False,110
380,,,1,1,499,7635,28.63842718,0,False,95
381,,,1,1,500,7506,889.8751908,0,False,68
382,,,1,1,350,2339,19.99730913,0,False,102
383,1.0,0.0,1,1,400,10687,8.371876523,1,True,42
384,,,1,1,350,2705,1016.830277,1,False,73
385,,,1,1,234,2705,476.2768428,1,False,90
386,,,1,1,234,7635,215.3084211,0,False,81
387,,,1,1,234,7635,9.821713617,1,False,115
388,,,1,1,234,2339,18900.89361,0,False,45
389,1.0,0.0,1,1,200,10164,2.565976213,1,False,110
390,,,1,1,350,2339,0.441378793,0,False,103
391,,,1,1,500,2705,8131.208982,1,False,71
392,,,1,0,1000,13859,350.010013,1,False,96
393,,,1,1,500,0,1637.284038,0,False,75
394,1.0,0.0,1,1,400,10687,1.193769625,1,True,40
395,1.0,0.0,1,1,1000,140,14.67192328,0,False,99
396,,,1,1,500,14572,503.3666661,1,True,21
397,,,1,1,1500,14572,13.4045865,1,True,49
398,2.0,0.0,1,1,50,29125,131.3343515,0,True,15
399,,,1,1,500,2339,10.53260174,1,False,123
400,,,1,1,234,2705,0.558557767,0,False,100
401,,,1,1,350,2705,8.127561872,1,False,122
402,,,1,1,234,7635,489.5067221,0,False,67
403,,,1,1,700,2705,4.588255558,1,False,124
404,1.0,0.0,1,1,39,10164,23.44263906,1,False,108
405,,,1,1,233,2339,19.62833105,1,False,119
406,,,1,1,234,2339,14743.45396,0,False,49
407,,,1,1,267,27700,25.92482752,0,False,93
408,,,1,1,234,2339,17004.96775,0,False,44
409,1.0,0.0,1,1,30,10164,140.1927852,0,False,81
410,,,1,1,233,2339,4.75383395,1,False,120
411,1.0,0.0,1,1,31,10164,2.427998868,1,False,110
412,,,1,1,500,2339,6.015441815,1,False,123
413,,,1,1,234,2705,1524.536491,0,False,65
414,,,1,1,500,7506,24.99280205,1,False,116
415,,,1,1,500,2705,0.670460803,0,False,123
416,,,1,1,350,2705,12.96340408,0,False,101
417,1.0,0.0,1,1,51,10164,0.008269098,0,False,90
418,,,1,1,234,2339,15.6301651,0,False,99
419,,,1,1,500,7506,4.718969577,0,False,97
420,,,1,1,500,0,225.5811072,0,False,90
421,,,1,1,246,7506,0.416060552,1,False,115
422,,,1,1,234,7635,6.63760291,0,False,95
423,2.0,0.0,1,1,500,29125,6.009117422,0,True,22
424,,,1,1,500,2339,2029.236892,0,False,63
425,,,1,1,500,7506,150.7831763,1,False,107
426,1.0,0.0,1,1,140,10164,12.20222982,0,False,96
427,,,1,1,500,7506,0.181237593,1,False,117
428,1.0,0.0,1,1,60,10164,11.55455591,1,False,109
429,,,1,1,233,2705,3.157584582,1,False,115
430,,,1,1,1199,7506,0.097910233,0,False,97
431,,,1,1,500,2339,10.26283603,0,False,97
432,,,1,1,349,2339,7.0477268,1,False,121
433,,,1,1,234,2339,2857.221637,1,False,68
434,,,1,1,234,7635,0.419799392,1,False,115
435,,,1,1,350,7635,1.212683415,1,False,115
436,,,1,1,350,2705,1.903003842,0,False,102
437,1.0,0.0,1,1,1367,10687,0.586710155,1,True,46
438,1.0,0.0,1,1,500,10687,0.309809617,0,True,22
439,,,1,1,500,7506,184.553368,1,False,105
440,,,1,1,1200,2339,11.23992124,1,False,125
441,1.0,0.0,1,1,500,10687,12.32286563,1,True,40
442,,,1,1,234,2339,2.91830583,1,False,120
443,,,1,1,5000,14572,60.67893998,1,True,49
444,,,1,1,500,2705,0.706909902,1,False,123
445,1.0,0.0,1,1,100,10164,11.27080351,0,False,89
446,2.0,0.0,1,1,2000,27700,61.20911166,1,True,40
447,,,1,1,5000,14572,30.36969322,1,True,52
448,,,1,1,1200,7635,46.57815164,0,False,100
449,,,1,1,500,2339,849.9827657,0,False,73
450,,,1,1,233,2339,32.37318844,0,False,98
451,2.0,0.0,1,1,100,27700,16.13636325,1,True,42
452,,,1,1,350,2705,3221.158462,1,False,60
453,,,1,1,500,7635,4.72620449,1,False,117
454,,,1,1,234,2705,210.8864019,0,False,86
455,,,1,1,350,7506,25.44827665,1,False,113
456,,,1,1,234,7635,95.09867568,0,False,89
457,,,1,1,234,2705,25.64247568,0,False,99
458,2.0,0.0,1,1,50,29125,161.980604,1,True,32
459,,,1,1,234,2339,3826.680946,0,False,62
460,,,1,1,350,2339,1035.656971,0,False,72
461,1.0,0.0,1,1,250,10164,36.28887312,1,False,108
462,,,1,1,499,2339,0.095826313,0,False,103
463,,,1,1,350,7635,10.81982338,0,False,96
464,,,1,1,500,7635,6.207393537,1,False,117
465,1.0,0.0,1,1,200,10164,8.65321744,0,False,90
466,,,1,1,234,2705,5.842624915,1,False,120
467,,,1,1,500,7506,0.033192812,1,False,117
468,2.0,0.0,1,1,999,29125,119.5997958,0,True,16
469,1.0,0.0,1,1,300,10687,1.269668535,1,True,40
470,,,1,1,350,7506,0.917857882,0,False,95
471,,,1,1,499,7506,820.948246,0,False,67
472,,,1,1,234,2705,0.067280987,0,False,100
473,,,1,1,350,2705,1.166566715,1,False,121
474,,,1,1,500,27700,45.8075619,1,False,112
475,,,1,1,234,2705,406.3129485,1,False,93
476,,,1,1,350,2705,214.3258349,1,False,108
477,,,1,1,350,2705,455.2959766,1,False,92
478,,,1,1,500,7506,10.90158678,1,False,117
479,,,1,1,234,2705,505.9175452,1,False,87
480,,,1,1,234,2339,5342.710039,1,False,65
481,1.0,0.0,1,1,600,10164,18.39797897,0,True,22
482,,,1,1,500,27700,42.06313693,0,False,92
483,,,1,1,233,2339,26.17180832,1,False,118
484,,,1,1,234,2339,34.51049631,1,False,118
485,,,1,1,500,7506,1.020851687,0,False,97
486,,,1,1,350,7635,33.88850308,1,False,115
487,,,1,1,500,7506,495.7813402,0,False,62
488,1.0,0.0,1,1,25,10164,15.62737542,0,False,89
489,1.0,0.0,1,1,1500,10164,68.53114875,1,False,112
490,,,1,1,600,29125,2.283971398,1,True,45
491,,,1,1,499,2339,15.89658183,1,False,122
492,,,1,1,234,2705,111.9303738,0,False,93
493,,,1,1,1999,27700,65.43072749,0,False,95
494,,,1,1,499,2339,32.13995932,1,False,121
495,,,1,1,1200,7506,35.4555186,1,False,121
496,,,1,1,500,0,13065.12082,1,False,55
497,,,1,1,234,2705,1.618117233,1,False,120
498,,,0,1,2000,27700,26.32295567,0,False,99
499,1.0,0.0,1,1,170,10164,61.97949342,0,False,93
500,,,1,1,350,7635,12.27432811,0,False,95
501,,,1,1,1200,2705,1.902745187,0,False,9999
502,,,1,1,234,2339,17750.83325,1,False,9999
503,,,1,1,500,7506,0.30690297,1,False,9999
504,1.0,0.0,1,1,250,10164,23.8234224,1,False,9999
505,,,1,1,500,2339,11656.7879,1,False,9999
506,,,1,1,500,2339,2.52404898,0,False,9999
507,,,1,1,234,2339,2167.512602,0,False,9999
508,1.0,0.0,1,1,120,10164,1.538550788,1,False,9999
509,,,1,1,5000,14572,7.886438478,0,True,9999
510,,,1,1,500,2339,953.2396444,1,False,9999
511,,,1,1,499,7635,1.107735422,1,False,9999
512,,,1,1,234,7635,956.2584601,1,False,9999
513,1.0,0.0,1,1,250,10164,2.608953765,1,False,9999
514,,,1,1,350,7635,2942.825169,0,False,9999
515,,,1,1,500,2705,9.520215903,1,False,9999
516,,,1,1,234,7635,3.35054993,1,False,9999
517,,,1,1,234,7506,42.98105892,0,False,9999
518,,,1,1,70,27700,0.412489367,0,False,9999
519,,,1,1,234,7506,0.779434653,1,False,9999
520,1.0,0.0,1,1,51,10164,0.06553255,1,False,9999
521,,,1,1,350,7635,0.591727562,0,False,9999
